E_q,N_q,U_q
18920,-14043,6
18810,-14175,2
18699,-14307,12
18588,-14438,-1
18477,-14569,-7
18365,-14700,1
18253,-14830,-2
18140,-14960,-3
18027,-15089,5
17913,-15219,6
17799,-15347,0
17685,-15476,4
17570,-15604,1
17455,-15731,-1
17340,-15858,-1
17224,-15985,-2
17108,-16112,-6
16991,-16238,10
16874,-16363,4
16757,-16489,-7
16639,-16613,2
16521,-16738,5
16402,-16862,1
16283,-16985,5
16164,-17109,-6
16044,-17231,-3
15924,-17354,-2
15804,-17476,3
15683,-17597,3
15562,-17718,-10
15440,-17838,0
15319,-17959,0
15196,-18078,-2
15074,-18197,-4
14951,-18316,1
14828,-18435,-3
14704,-18552,1
14581,-18670,-1
14456,-18787,0
14332,-18903,-4
14207,-19019,4
14082,-19135,0
13956,-19250,-2
13831,-19364,4
13704,-19478,0
13578,-19592,5
13451,-19705,-4
13324,-19818,1
13197,-19930,-7
13069,-20042,-9
12941,-20153,1
12813,-20264,-6
12685,-20374,-2
12556,-20483,0
12427,-20592,4
12297,-20701,-4
12168,-20809,3
12038,-20917,-1
11908,-21024,0
11777,-21130,1
11646,-21236,-1
11515,-21342,-1
11384,-21447,4
11253,-21551,3
11121,-21655,6
10989,-21759,-3
10857,-21862,5
10724,-21964,3
10591,-22066,-2
10458,-22167,6
10325,-22267,3
10191,-22367,2
10058,-22467,7
9924,-22566,2
9790,-22664,2
9655,-22762,2
9521,-22860,-1
9386,-22956,1
9251,-23052,-3
9115,-23148,-5
8980,-23243,0
8844,-23338,3
8708,-23431,5
8572,-23525,3
8436,-23617,4
8300,-23709,-7
8163,-23801,1
8026,-23892,2
7889,-23982,0
7752,-24072,1
7614,-24161,0
7477,-24249,4
7339,-24337,-5
7201,-24425,4
7063,-24511,0
6925,-24598,1
6787,-24683,0
6648,-24768,-2
6509,-24852,0
6370,-24936,-1
6231,-25019,3
6092,-25101,1
5953,-25183,5
5814,-25264,2
5674,-25345,-6
5534,-25424,-7
5395,-25504,2
5255,-25582,-5
5115,-25660,-5
4974,-25738,4
4834,-25814,0
4694,-25891,2
4553,-25966,1
4413,-26041,-2
4272,-26115,1
4131,-26188,-2
3990,-26261,4
3849,-26333,-1
3708,-26405,6
3567,-26476,-2
3426,-26546,2
3284,-26616,2
3143,-26684,-3
3002,-26753,3
2860,-26820,0
2718,-26887,10
2577,-26953,5
2435,-27019,-3
2293,-27084,-1
2151,-27148,-6
2009,-27212,-7
1867,-27274,0
1725,-27337,-3
1583,-27398,0
1441,-27459,-1
1299,-27519,1
1157,-27579,1
1015,-27637,-4
872,-27695,-4
730,-27753,-10
588,-27809,-1
446,-27865,1
303,-27921,0
161,-27975,-4
19,-28029,-3
-123,-28083,-2
-266,-28135,-4
-408,-28187,6
-550,-28238,4
-693,-28289,-7
-835,-28338,5
-977,-28387,1
-1120,-28436,2
-1262,-28483,4
-1404,-28530,4
-1546,-28576,2
-1688,-28622,0
-1830,-28666,2
-1972,-28711,-6
-2114,-28754,1
-2256,-28796,1
-2398,-28838,2
-2540,-28880,-5
-2682,-28920,-3
-2824,-28960,-2
-2966,-28999,6
-3107,-29037,-3
-3249,-29075,4
-3390,-29112,-1
-3532,-29148,-3
-3673,-29183,0
-3814,-29218,-1
-3956,-29252,3
-4097,-29285,-6
-4238,-29318,-2
-4379,-29349,-6
-4519,-29380,-1
-4660,-29411,0
-4801,-29440,3
-4941,-29469,-7
-5082,-29497,-5
-5222,-29525,5
-5362,-29551,-4
-5502,-29577,4
-5642,-29602,6
-5782,-29627,0
-5922,-29651,-1
-6061,-29674,-5
-6201,-29696,-3
-6340,-29717,-5
-6479,-29738,-3
-6618,-29758,1
-6757,-29777,-3
-6896,-29796,-1
-7035,-29814,2
-7173,-29831,8
-7311,-29847,-1
-7449,-29863,-3
-7587,-29877,-1
-7725,-29891,-6
-7863,-29905,-2
-8000,-29917,-3
-8138,-29929,0
-8275,-29940,2
-8411,-29951,-4
-8548,-29960,6
-8685,-29969,-9
-8821,-29977,1
-8957,-29985,2
-9093,-29991,-5
-9229,-29997,-2
-9364,-30002,0
-9500,-30007,-1
-9635,-30010,3
-9770,-30013,0
-9904,-30015,-4
-10039,-30017,-7
-10173,-30017,2
-10307,-30017,-9
-10441,-30016,-4
-10575,-30015,1
-10708,-30013,4
-10841,-30010,1
-10974,-30006,0
-11106,-30001,-2
-11239,-29996,6
-11371,-29990,-4
-11503,-29983,-1
-11634,-29975,3
-11766,-29967,-1
-11897,-29958,-5
-12028,-29948,3
-12158,-29938,-3
-12288,-29926,-4
-12419,-29914,-8
-12548,-29902,1
-12678,-29888,-6
-12807,-29874,-9
-12936,-29859,1
-13064,-29843,-4
-13193,-29827,-3
-13321,-29809,-5
-13448,-29792,0
-13576,-29773,3
-13703,-29753,-6
-13830,-29733,4
-13956,-29712,2
-14082,-29691,3
-14208,-29668,6
-14334,-29645,0
-14459,-29621,-1
-14584,-29596,-3
-14709,-29571,0
-14833,-29545,-5
-14957,-29518,-5
-15081,-29491,-2
-15204,-29462,-6
-15327,-29433,-5
-15449,-29404,5
-15572,-29373,2
-15694,-29342,0
-15815,-29310,-1
-15936,-29277,-6
-16057,-29244,-1
-16178,-29210,8
-16298,-29175,3
-16418,-29139,-5
-16537,-29103,-2
-16656,-29066,-9
-16775,-29028,-4
-16893,-28990,-5
-17011,-28950,-2
-17129,-28911,-7
-17246,-28870,-4
-17362,-28829,-1
-17479,-28786,-4
-17595,-28744,1
-17710,-28700,-1
-17826,-28656,6
-17940,-28611,-3
-18055,-28565,1
-18169,-28519,-1
-18282,-28472,-6
-18396,-28424,2
-18508,-28376,1
-18621,-28327,-4
-18733,-28277,-8
-18844,-28226,-7
-18955,-28175,0
-19066,-28123,-2
-19176,-28070,-5
-19286,-28017,4
-19396,-27963,3
-19505,-27908,-6
-19613,-27852,-5
-19721,-27796,-2
-19829,-27739,-4
-19936,-27682,4
-20043,-27623,-5
-20149,-27565,-2
-20255,-27505,2
-20361,-27445,0
-20466,-27384,3
-20570,-27322,4
-20674,-27260,-3
-20778,-27197,-5
-20881,-27133,-2
-20984,-27069,-8
-21086,-27003,-1
-21188,-26938,-4
-21289,-26871,4
-21390,-26804,-1
-21490,-26737,-1
-21590,-26668,0
-21689,-26599,4
-21788,-26529,1
-21886,-26459,1
-21984,-26388,-11
-22082,-26316,5
-22179,-26244,-5
-22275,-26171,-3
-22371,-26097,-8
-22466,-26023,2
-22561,-25948,6
-22656,-25873,-8
-22749,-25796,-3
-22843,-25720,-5
-22936,-25642,-7
-23028,-25564,3
-23120,-25485,1
-23211,-25406,-4
-23302,-25326,-2
-23393,-25245,-6
-23482,-25164,-4
-23572,-25082,-5
-23660,-24999,-7
-23748,-24916,-2
-23836,-24832,5
-23923,-24748,-7
-24010,-24663,-5
-24096,-24577,-4
-24182,-24491,-6
-24267,-24404,-1
-24351,-24317,2
-24435,-24229,4
-24518,-24140,1
-24601,-24051,-1
-24683,-23961,-4
-24765,-23870,-1
-24846,-23779,-1
-24927,-23688,-5
-25007,-23595,-6
-25086,-23503,2
-25165,-23409,-6
-25244,-23315,-4
-25321,-23221,6
-25399,-23126,2
-25475,-23030,1
-25551,-22934,0
-25627,-22837,-6
-25702,-22739,2
-25776,-22641,-5
-25850,-22543,-2
-25923,-22444,-2
-25996,-22344,4
-26068,-22244,2
-26140,-22143,-2
-26210,-22042,-7
-26281,-21940,7
-26351,-21838,3
-26420,-21735,1
-26488,-21631,4
-26556,-21527,1
-26623,-21423,5
-26690,-21317,-4
-26756,-21212,1
-26822,-21106,-8
-26887,-20999,-14
-26951,-20892,3
-27015,-20784,0
-27078,-20676,-7
-27141,-20567,2
-27203,-20458,-2
-27264,-20348,-4
-27325,-20238,-2
-27385,-20127,-7
-27445,-20016,0
-27503,-19904,-1
-27562,-19792,3
-27619,-19679,-1
-27676,-19566,-6
-27733,-19452,1
-27789,-19338,-1
-27844,-19223,4
-27899,-19108,-2
-27952,-18992,-3
-28006,-18876,-2
-28058,-18760,6
-28111,-18643,-10
-28162,-18525,4
-28213,-18407,-2
-28263,-18289,6
-28313,-18170,-4
-28362,-18051,2
-28410,-17931,-1
-28457,-17811,0
-28504,-17690,2
-28551,-17569,-6
-28597,-17447,-4
-28642,-17325,-7
-28686,-17203,-5
-28730,-17080,-2
-28773,-16957,-2
-28816,-16833,-1
-28858,-16709,-6
-28899,-16585,1
-28939,-16460,5
-28979,-16334,-5
-29019,-16209,-2
-29057,-16083,-2
-29095,-15956,-4
-29133,-15829,3
-29169,-15702,-1
-29205,-15574,2
-29241,-15446,0
-29276,-15318,-1
-29310,-15189,-11
-29343,-15060,0
-29376,-14930,-9
-29408,-14800,3
-29439,-14670,-6
-29470,-14539,-11
-29500,-14408,-3
-29530,-14276,0
-29559,-14145,-9
-29587,-14013,3
-29614,-13880,-1
-29641,-13747,-7
-29667,-13614,-1
-29693,-13481,8
-29718,-13347,-1
-29742,-13213,-1
-29766,-13078,1
-29788,-12944,3
-29811,-12809,-5
-29832,-12673,-6
-29853,-12537,-2
-29873,-12401,-2
-29893,-12265,-4
-29912,-12128,-5
-29930,-11991,1
-29947,-11854,0
-29964,-11717,-2
-29980,-11579,-5
-29996,-11441,5
-30011,-11302,-5
-30025,-11164,1
-30038,-11025,6
-30051,-10885,0
-30063,-10746,3
-30075,-10606,1
-30086,-10466,-3
-30096,-10326,-4
-30105,-10185,3
-30114,-10045,-3
-30122,-9904,1
-30130,-9762,-4
-30136,-9621,2
-30142,-9479,5
-30148,-9337,-4
-30153,-9195,8
-30157,-9052,-3
-30160,-8910,-2
-30163,-8767,1
-30165,-8624,-3
-30166,-8480,-4
-30167,-8337,3
-30167,-8193,-2
-30166,-8049,-4
-30165,-7905,4
-30163,-7761,-1
-30160,-7616,-8
-30157,-7472,2
-30153,-7327,2
-30148,-7182,0
-30143,-7037,3
-30137,-6891,-6
-30130,-6745,-8
-30123,-6600,1
-30115,-6454,0
-30106,-6308,-3
-30097,-6162,6
-30086,-6015,4
-30076,-5869,9
-30064,-5722,-8
-30052,-5575,1
-30039,-5428,-2
-30026,-5281,0
-30012,-5134,4
-29997,-4987,-8
-29982,-4839,-5
-29965,-4692,-5
-29949,-4544,1
-29931,-4396,-3
-29913,-4248,1
-29894,-4101,0
-29875,-3952,-3
-29855,-3804,4
-29834,-3656,-1
-29812,-3508,-2
-29790,-3359,-5
-29768,-3211,-6
-29744,-3062,3
-29720,-2914,-2
-29695,-2765,-5
-29670,-2616,-2
-29644,-2467,-3
-29617,-2318,4
-29589,-2169,5
-29561,-2020,3
-29532,-1871,1
-29503,-1722,-3
-29473,-1573,5
-29442,-1424,1
-29411,-1274,1
-29379,-1125,0
-29346,-976,-4
-29313,-827,1
-29279,-677,2
-29244,-528,1
-29208,-379,5
-29173,-229,-2
-29136,-80,6
-29099,69,-1
-29061,219,-1
-29022,368,-1
-28983,517,-4
-28943,667,-4
-28902,816,3
-28861,965,2
-28819,1114,-4
-28777,1263,1
-28734,1413,-5
-28690,1562,-2
-28646,1711,-3
-28601,1860,6
-28555,2009,2
-28509,2158,7
-28462,2307,3
-28414,2455,1
-28366,2604,5
-28317,2753,-10
-28267,2901,2
-28217,3050,-2
-28167,3198,-3
-28115,3347,2
-28063,3495,-4
-28011,3643,3
-27957,3791,-4
-27903,3939,-1
-27849,4087,-4
-27794,4235,1
-27738,4383,-1
-27682,4530,1
-27625,4678,5
-27567,4825,-3
-27509,4972,-4
-27450,5119,-2
-27391,5266,3
-27330,5413,-4
-27270,5559,-5
-27208,5706,7
-27147,5852,3
-27084,5999,-3
-27021,6145,0
-26957,6290,2
-26893,6436,4
-26828,6582,-2
-26762,6727,-10
-26696,6872,2
-26630,7018,8
-26562,7162,5
-26495,7307,3
-26426,7452,1
-26357,7596,-2
-26287,7740,-1
-26217,7884,-2
-26146,8028,6
-26075,8171,3
-26003,8315,0
-25930,8458,-4
-25857,8601,1
-25783,8743,2
-25709,8886,3
-25634,9028,0
-25559,9170,5
-25483,9312,-2
-25406,9453,11
-25329,9595,3
-25251,9736,1
-25173,9876,-1
-25094,10017,-4
-25014,10157,6
-24934,10297,-2
-24854,10437,0
-24773,10576,3
-24691,10716,-5
-24609,10855,1
-24526,10993,1
-24443,11132,11
-24359,11270,-1
-24275,11408,0
-24190,11545,3
-24104,11683,3
-24018,11820,-3
-23932,11956,2
-23845,12093,7
-23757,12229,1
-23669,12364,-1
-23580,12500,-2
-23491,12635,0
-23401,12770,2
-23311,12904,-1
-23220,13038,2
-23129,13172,3
-23037,13306,2
-22945,13439,-1
-22852,13572,6
-22759,13704,7
-22665,13836,3
-22571,13968,-1
-22476,14099,-4
-22380,14231,1
-22285,14361,0
-22188,14492,-1
-22091,14622,1
-21994,14751,-4
-21896,14881,0
-21798,15009,-4
-21699,15138,2
-21600,15266,7
-21500,15394,-7
-21400,15521,2
-21299,15648,1
-21198,15774,2
-21096,15901,-1
-20994,16026,0
-20891,16152,-1
-20789,16277,8
-20685,16401,-2
-20581,16525,5
-20476,16649,3
-20372,16772,-3
-20266,16895,-2
-20160,17017,1
-20054,17139,3
-19947,17261,-3
-19840,17382,1
-19733,17503,1
-19625,17623,4
-19516,17743,4
-19407,17862,-2
-19298,17981,2
-19188,18100,8
-19078,18218,2
-18967,18335,-1
-18856,18452,7
-18745,18569,5
-18633,18685,1
-18521,18801,2
-18408,18916,2
-18295,19030,5
-18181,19145,-3
-18067,19258,1
-17953,19372,7
-17838,19485,2
-17723,19597,5
-17607,19709,7
-17491,19820,6
-17375,19931,0
-17258,20041,-2
-17141,20151,-1
-17024,20260,-4
-16906,20369,1
-16788,20477,-5
-16669,20585,6
-16550,20692,1
-16431,20799,-1
-16311,20905,3
-16191,21011,-6
-16071,21116,-5
-15950,21220,5
-15829,21324,-5
-15707,21428,-4
-15585,21531,-2
-15463,21633,-4
-15341,21735,-5
-15218,21837,1
-15095,21938,-1
-14971,22038,4
-14847,22138,6
-14723,22237,-2
-14599,22335,-1
-14474,22433,-6
-14348,22531,1
-14223,22628,-1
-14097,22724,2
-13971,22820,4
-13844,22915,5
-13718,23009,11
-13591,23104,4
-13463,23197,8
-13336,23290,-1
-13208,23382,4
-13079,23474,10
-12951,23565,-4
-12822,23655,0
-12693,23745,-4
-12564,23834,-1
-12434,23923,-2
-12304,24011,5
-12174,24099,-3
-12043,24186,0
-11912,24272,2
-11781,24358,0
-11650,24443,-1
-11519,24527,-4
-11387,24611,-5
-11255,24694,-4
-11123,24777,3
-10990,24859,-2
-10857,24940,1
-10724,25021,-2
-10591,25101,-4
-10457,25180,5
-10324,25259,5
-10190,25337,-6
-10056,25415,-9
-9921,25492,-3
-9786,25568,-3
-9652,25644,-1
-9517,25719,4
-9381,25793,-4
-9246,25867,7
-9110,25940,-1
-8974,26012,11
-8838,26084,1
-8702,26155,0
-8565,26225,3
-8429,26295,3
-8292,26364,3
-8155,26433,-2
-8018,26500,-6
-7880,26568,1
-7743,26634,-2
-7605,26700,1
-7467,26765,-1
-7329,26829,3
-7191,26893,-1
-7052,26956,-4
-6914,27018,-5
-6775,27080,-5
-6636,27141,-2
-6497,27201,-1
-6358,27261,-2
-6219,27320,-7
-6080,27378,1
-5940,27436,-1
-5800,27493,-10
-5661,27549,1
-5521,27605,-2
-5381,27659,0
-5241,27714,0
-5100,27767,-1
-4960,27820,3
-4819,27872,2
-4679,27923,-2
-4538,27974,0
-4397,28024,2
-4256,28073,-5
-4115,28122,-2
-3974,28170,1
-3833,28217,3
-3692,28263,4
-3551,28309,0
-3409,28354,-2
-3268,28398,2
-3126,28442,-1
-2985,28484,-1
-2843,28527,1
-2701,28568,-3
-2560,28609,2
-2418,28649,1
-2276,28688,1
-2134,28727,-1
-1992,28764,-3
-1850,28801,5
-1708,28838,-11
-1566,28873,3
-1424,28908,-1
-1281,28943,-8
-1139,28976,0
-997,29009,6
-855,29041,2
-713,29072,0
-570,29103,-13
-428,29132,-5
-286,29162,2
-143,29190,1
-1,29217,1
141,29244,7
283,29271,-2
426,29296,2
568,29321,0
710,29345,-4
852,29368,-3
994,29390,-1
1137,29412,-3
1279,29433,5
1421,29453,-12
1563,29473,2
1705,29492,-1
1847,29510,0
1989,29527,4
2131,29543,3
2273,29559,4
2414,29574,3
2556,29589,0
2698,29602,1
2839,29615,5
2981,29627,2
3122,29638,-4
3264,29649,1
3405,29659,3
3546,29668,2
3687,29676,4
3829,29684,1
3970,29691,1
4110,29697,0
4251,29702,2
4392,29707,2
4532,29711,-6
4673,29714,3
4813,29716,2
4954,29718,2
5094,29719,-3
5234,29719,-3
5374,29719,-2
5513,29717,-8
5653,29715,-3
5793,29712,3
5932,29709,-2
6071,29705,1
6211,29699,-6
6349,29694,5
6488,29687,-6
6627,29680,2
6765,29672,5
6904,29663,-7
7042,29653,1
7180,29643,1
7318,29632,-8
7456,29620,-13
7593,29608,2
7731,29594,1
7868,29580,-2
8005,29566,-4
8142,29550,-1
8278,29534,-8
8415,29517,-1
8551,29499,-1
8687,29481,1
8823,29462,-3
8959,29442,-5
9094,29421,7
9230,29400,1
9365,29377,-1
9500,29355,-5
9634,29331,-5
9769,29306,-2
9903,29281,-5
10037,29256,2
10170,29229,3
10304,29202,3
10437,29174,-1
10570,29145,-2
10703,29115,1
10836,29085,-4
10968,29054,5
11100,29022,-3
11232,28990,-5
11363,28957,-2
11495,28923,3
11626,28888,4
11756,28853,-3
11887,28817,1
12017,28780,-1
12147,28743,1
12277,28704,-4
12406,28665,-10
12535,28626,4
12664,28585,-6
12792,28544,0
12921,28502,-7
13049,28460,4
13176,28417,-10
13304,28373,-1
13431,28328,-2
13557,28282,-2
13684,28236,-1
13810,28190,-6
13936,28142,0
14061,28094,-8
14187,28045,-3
14311,27995,-4
14436,27945,0
14560,27894,-4
14684,27842,-2
14808,27790,7
14931,27736,1
15054,27683,-5
15176,27628,-2
15298,27573,3
15420,27517,-6
15542,27460,0
15663,27403,-6
15784,27345,-3
15904,27286,-4
16024,27227,2
16144,27167,-4
16263,27106,2
16382,27045,4
16501,26982,5
16619,26920,7
16737,26856,3
16854,26792,7
16972,26727,-5
17088,26662,3
17204,26596,1
17320,26529,-1
17436,26461,3
17551,26393,-2
17666,26324,-1
17780,26255,-2
17894,26185,3
18008,26114,0
18121,26042,3
18234,25970,5
18346,25898,-9
18458,25824,-5
18569,25750,0
18680,25675,-5
18791,25600,-5
18901,25524,-2
19011,25447,-1
19120,25370,-2
19229,25292,3
19338,25214,6
19446,25134,0
19553,25055,-3
19660,24974,-2
19767,24893,-7
19873,24811,3
19979,24729,-2
20085,24646,-7
20189,24563,-3
20294,24478,-4
20398,24394,2
20501,24308,0
20605,24222,-4
20707,24135,1
20809,24048,2
20911,23960,1
21012,23872,1
21113,23783,-6
21213,23693,-2
21313,23603,3
21412,23512,2
21511,23421,2
21609,23329,-5
21707,23236,2
21804,23143,-2
21901,23049,-2
21998,22955,-3
22094,22860,-4
22189,22764,-4
22284,22668,3
22378,22572,3
22472,22474,-4
22565,22377,-4
22658,22278,9
22750,22179,-5
22842,22080,1
22933,21980,-5
23024,21879,-2
23114,21778,1
23204,21676,1
23293,21574,-2
23382,21471,1
23470,21368,-1
23558,21264,3
23645,21160,-5
23731,21055,-6
23817,20950,-2
23903,20844,5
23988,20737,1
24072,20630,-5
24156,20523,6
24239,20414,-4
24322,20306,0
24404,20197,2
24486,20087,2
24567,19977,0
24648,19867,-3
24728,19756,3
24807,19644,2
24886,19532,-2
24964,19419,-3
25042,19306,-2
25119,19193,2
25196,19079,8
25272,18964,0
25347,18849,-3
25422,18734,4
25496,18618,5
25570,18501,-6
25643,18384,-6
25716,18267,-5
25788,18149,-1
25859,18031,-4
25930,17912,-6
26000,17793,6
26070,17673,5
26139,17553,-5
26208,17433,-3
26276,17312,-4
26343,17191,-3
26410,17069,2
26476,16947,2
26541,16824,-4
26606,16701,2
26670,16577,3
26734,16453,-1
26797,16329,-2
26860,16204,-2
26922,16079,-5
26983,15954,-1
27044,15827,3
27104,15701,2
27163,15574,4
27222,15447,-6
27280,15320,1
27338,15192,7
27395,15063,-3
27451,14935,0
27507,14806,3
27562,14676,4
27617,14546,-9
27671,14416,1
27724,14285,6
27777,14155,6
27829,14023,5
27880,13892,-3
27931,13760,1
27981,13627,-3
28030,13495,-4
28079,13362,5
28127,13228,0
28175,13095,-3
28222,12961,-2
28268,12826,2
28314,12692,5
28359,12557,-3
28403,12421,-6
28447,12286,-4
28490,12150,-10
28533,12013,-5
28575,11877,-6
28616,11740,-4
28656,11603,-4
28696,11465,-10
28736,11328,-2
28774,11190,0
28812,11051,-2
28849,10913,0
28886,10774,1
28922,10635,-1
28957,10495,-4
28992,10356,3
29026,10216,-6
29059,10076,-5
29092,9935,-3
29124,9794,-3
29156,9654,4
29186,9512,-2
29217,9371,-5
29246,9229,0
29275,9087,3
29303,8945,-3
29330,8803,-1
29357,8660,2
29383,8517,6
29409,8374,5
29434,8231,-17
29458,8088,2
29481,7944,2
29504,7800,2
29526,7656,-4
29548,7512,0
29568,7367,-8
29589,7223,1
29608,7078,-8
29627,6933,2
29645,6788,-3
29662,6643,-3
29679,6497,3
29695,6351,-2
29711,6205,-3
29726,6059,1
29740,5913,4
29753,5767,-4
29766,5621,-5
29778,5474,0
29790,5327,4
29800,5180,-2
29810,5033,-5
29820,4886,1
29829,4739,-6
29837,4592,4
29844,4444,6
29851,4296,2
29857,4149,-1
29862,4001,3
29867,3853,3
29871,3705,-3
29874,3557,-2
29877,3408,-3
29879,3260,-3
29880,3112,1
29881,2963,2
29881,2815,2
29880,2666,-4
29879,2517,5
29877,2368,-9
29874,2220,-2
29871,2071,3
29867,1922,-5
29862,1773,-5
29857,1624,-4
29850,1475,3
29844,1326,4
29836,1176,-1
29828,1027,6
29819,878,0
29810,729,-6
29800,579,-8
29789,430,8
29777,281,2
29765,131,-3
29753,-18,-8
29739,-167,-6
29725,-317,-2
29710,-466,1
29695,-615,5
29678,-765,-6
29662,-914,8
29644,-1063,-11
29626,-1213,-6
29607,-1362,-6
29588,-1511,1
29567,-1660,0
29547,-1809,-5
29525,-1958,1
29503,-2107,-2
29480,-2256,-5
29456,-2405,6
29432,-2554,1
29407,-2703,0
29382,-2852,-2
29356,-3000,-2
29329,-3149,-4
29301,-3298,-2
29273,-3446,6
29244,-3595,-3
29215,-3743,-4
29185,-3891,-3
29154,-4039,-3
29123,-4187,0
29090,-4335,7
29058,-4483,1
29024,-4631,-8
28990,-4778,-2
28956,-4926,4
28920,-5073,-4
28884,-5220,-10
28847,-5368,2
28810,-5514,-4
28772,-5661,2
28733,-5808,-2
28694,-5955,1
28654,-6101,-3
28614,-6247,-5
28572,-6393,-1
28531,-6539,-3
28488,-6685,-2
28445,-6831,-5
28401,-6976,-3
28357,-7122,-5
28311,-7267,4
28266,-7412,-3
28219,-7556,2
28172,-7701,-3
28125,-7845,-1
28076,-7990,-6
28028,-8134,2
27978,-8277,-1
27928,-8421,-1
27877,-8564,3
27826,-8708,-5
27774,-8851,-1
27721,-8993,0
27668,-9136,3
27614,-9278,3
27559,-9420,4
27504,-9562,-1
27448,-9704,1
27392,-9845,5
27335,-9986,-3
27277,-10127,-2
27219,-10268,-2
27160,-10408,1
27100,-10548,2
27040,-10688,-11
26979,-10828,-1
26918,-10967,-3
26856,-11106,-1
26794,-11245,-3
26731,-11384,1
26667,-11522,0
26602,-11660,-1
26537,-11797,-4
26472,-11935,-2
26406,-12072,-11
26339,-12209,0
26272,-12345,-1
26204,-12481,-1
26135,-12617,-1
26066,-12753,-7
25996,-12888,-2
25926,-13023,2
25855,-13158,1
25784,-13292,-1
25712,-13426,3
25639,-13559,3
25566,-13693,-5
25492,-13826,-2
25418,-13958,0
25343,-14090,0
25267,-14222,-2
25191,-14354,10
25114,-14485,-6
25037,-14616,5
24959,-14746,-8
24881,-14877,-5
24802,-15006,1
24723,-15136,-3
24643,-15265,-9
24562,-15393,-2
24481,-15522,2
24399,-15649,0
24317,-15777,0
24234,-15904,7
24151,-16031,1
24067,-16157,-2
23982,-16283,-2
23898,-16408,-1
23812,-16533,-2
23726,-16658,4
23639,-16782,-4
23552,-16906,-3
23465,-17030,-1
23376,-17153,-3
23288,-17275,2
23198,-17397,3
23109,-17519,-6
23018,-17640,-3
22928,-17761,4
22836,-17882,-2
22744,-18001,0
22652,-18121,-3
22559,-18240,3
22466,-18359,-1
22372,-18477,-6
22277,-18595,-1
22183,-18712,7
22087,-18828,2
21991,-18945,-1
21895,-19061,2
21798,-19176,-10
21701,-19291,3
21603,-19405,-4
21504,-19519,-8
21406,-19633,-2
21306,-19746,2
21206,-19858,0
21106,-19970,4
21005,-20082,0
20904,-20192,-4
20802,-20303,-1
20700,-20413,0
20597,-20522,0
20494,-20631,-1
20391,-20740,1
20287,-20848,3
20182,-20955,-5
20077,-21062,6
19972,-21168,2
19866,-21274,1
19760,-21380,-1
19653,-21484,0
19546,-21589,7
19438,-21692,1
19330,-21796,1
19221,-21898,-12
19112,-22000,1
19003,-22102,4
18893,-22203,-6
18783,-22303,-2
18672,-22403,1
18561,-22502,-1
18450,-22601,-3
18338,-22699,-3
18225,-22797,-5
18113,-22894,0
17999,-22991,10
17886,-23087,10
17772,-23182,2
17657,-23277,-3
17543,-23371,10
17427,-23465,3
17312,-23558,6
17196,-23650,-1
17079,-23742,-2
16963,-23833,6
16846,-23924,-1
16728,-24014,5
16610,-24104,-6
16492,-24193,-2
16373,-24281,-4
16254,-24369,-2
16135,-24456,-1
16015,-24542,2
15895,-24628,-2
15774,-24713,2
15653,-24798,-2
15532,-24882,-3
15411,-24966,0
15289,-25048,4
15167,-25131,6
15044,-25212,6
14921,-25293,4
14798,-25373,6
14674,-25453,0
14550,-25532,-4
14426,-25610,-8
14301,-25688,2
14176,-25765,5
14051,-25842,0
13926,-25918,-3
13800,-25993,-2
13674,-26067,5
13547,-26141,-5
13420,-26215,3
13293,-26287,2
13166,-26359,2
13038,-26430,-7
12910,-26501,-7
12782,-26571,-6
12653,-26640,2
12524,-26709,3
12395,-26777,-5
12266,-26844,-6
12136,-26911,2
12006,-26977,1
11876,-27042,8
11745,-27107,6
11614,-27171,-6
11483,-27234,-2
11352,-27297,6
11220,-27359,-7
11088,-27420,6
10956,-27481,1
10824,-27540,1
10691,-27600,2
10559,-27658,0
10425,-27716,4
10292,-27773,-4
10159,-27830,-1
10025,-27885,3
9891,-27941,4
9757,-27995,-2
9622,-28049,1
9487,-28101,0
9352,-28154,-4
9217,-28205,0
9082,-28256,1
8946,-28306,-2
8811,-28356,6
8675,-28405,2
8539,-28453,-7
8402,-28500,1
8266,-28547,-4
8129,-28593,1
7992,-28638,-4
7855,-28682,-2
7718,-28726,-4
7580,-28769,2
7443,-28812,-6
7305,-28853,4
7167,-28894,2
7029,-28935,3
6891,-28974,-2
6752,-29013,-9
6614,-29051,0
6475,-29088,-3
6336,-29125,-2
6197,-29161,0
6058,-29196,0
5919,-29230,2
5779,-29264,-11
5640,-29297,-6
5500,-29329,4
5360,-29361,2
5220,-29391,1
5080,-29422,3
4940,-29451,0
4800,-29479,4
4659,-29507,-1
4519,-29534,4
4378,-29561,0
4237,-29586,1
4096,-29611,4
3955,-29635,3
3814,-29659,4
3673,-29682,-12
3532,-29704,3
3391,-29725,-1
3249,-29745,3
3108,-29765,8
2966,-29784,-1
2825,-29802,4
2683,-29820,3
2542,-29837,1
2400,-29853,0
2258,-29868,-6
2116,-29883,5
1974,-29896,-5
1832,-29910,-1
1690,-29922,2
1548,-29934,5
1406,-29944,-2
1264,-29954,2
1122,-29964,0
979,-29972,7
837,-29980,0
695,-29987,2
553,-29994,-1
410,-29999,-2
268,-30004,-3
126,-30008,-3
-16,-30012,0
-159,-30014,-2
-301,-30016,-1
-443,-30017,2
-586,-30018,-2
